Ortschaftsname;PLZ4;Zusatzziffer;ZIP_ID;Gemeindename;BFS-Nr;Kantonskürzel;Adressenanteil;E;N;Sprache;Validity
Thônex;1226;00;442;Thônex;6640;GE;100%;6.207480729933451;46.19589752;fr;01.07.2008
Carouge GE;1227;00;443;Carouge (GE);6608;GE;99.91%;6.140582653312273;46.18266894511357;fr;01.07.2008
Carouge GE;1227;00;443;Genève;6621;GE;0.09%;6.130889605716918;46.18916736974397;fr;01.07.2008
Les Acacias;1227;04;444;Genève;6621;GE;93.02%;6.135458276246441;46.19166066638959;fr;01.07.2008
Les Acacias;1227;04;444;Lancy;6628;GE;5.50%;6.1264214884664385;46.18927969506288;fr;01.07.2008
Les Acacias;1227;04;444;Carouge (GE);6608;GE;1.48%;6.138998546151069;46.188519455916556;fr;01.07.2008
Plan-les-Ouates;1228;00;447;Plan-les-Ouates;6633;GE;99.43%;6.118885538144511;46.16777923194125;fr;01.07.2008
Plan-les-Ouates;1228;00;447;Lancy;6628;GE;0.46%;6.137408809632673;46.16860631568489;fr;01.07.2008
Plan-les-Ouates;1228;00;447;Confignon;6618;GE;0.12%;6.103313367872587;46.170717800839384;fr;01.07.2008
Conches;1231;00;448;Chêne-Bougeries;6612;GE;100%;6.1759485854559255;46.18745187929816;fr;01.07.2008
Confignon;1232;00;449;Confignon;6618;GE;99.60%;6.0858206171359415;46.17634829;fr;01.07.2008
Confignon;1232;00;449;Bernex;6607;GE;0.40%;6.075646461827152;46.16940609;fr;01.07.2008
Bernex;1233;00;450;Bernex;6607;GE;100%;6.072013232450333;46.17227712470068;fr;01.07.2008
Vessy;1234;00;452;Veyrier;6645;GE;100%;6.157984832978258;46.17191880642631;fr;01.07.2008
Cartigny;1236;00;453;Cartigny;6609;GE;95.90%;6.022162927097419;46.17393818892853;fr;01.07.2008
Cartigny;1236;00;453;Bernex;6607;GE;2.13%;6.045966318312236;46.17242627851873;fr;01.07.2008
Cartigny;1236;00;453;Avusy;6604;GE;1.31%;6.019786405783642;46.16226611497127;fr;01.07.2008
Cartigny;1236;00;453;Laconnex;6627;GE;0.66%;6.020945085209937;46.16301844958674;fr;01.07.2008
Avully;1237;00;454;Avully;6603;GE;99.14%;5.9964297330515794;46.168555635450815;fr;01.07.2008
Avully;1237;00;454;Chancy;6611;GE;0.86%;5.976194155320349;46.16048727123639;fr;01.07.2008
Collex;1239;00;455;Collex-Bossy;6615;GE;100%;6.122409656188258;46.272112213989566;fr;01.07.2008
Puplinge;1241;00;456;Puplinge;6636;GE;100%;6.231764226776226;46.20969093369709;fr;01.07.2008
Satigny;1242;00;457;Satigny;6638;GE;100%;6.038503681955294;46.21483585418818;fr;01.07.2008
Presinge;1243;00;458;Presinge;6635;GE;100%;6.255406635361854;46.21538430796765;fr;01.07.2008
Choulex;1244;00;459;Choulex;6614;GE;100%;6.221958075571925;46.22516788;fr;01.07.2008
Collonge-Bellerive;1245;00;460;Collonge-Bellerive;6616;GE;100%;6.2031609877933676;46.25774777382243;fr;01.07.2008
Corsier GE;1246;00;461;Corsier (GE);6619;GE;100%;6.2214128488869616;46.26341597;fr;01.07.2008
Anières;1247;00;462;Anières;6602;GE;100%;6.227344662307134;46.278954066662294;fr;01.07.2008
Hermance;1248;00;463;Hermance;6625;GE;100%;6.2441305443420925;46.299789154774615;fr;01.07.2008
Gy;1251;00;464;Gy;6624;GE;100%;6.256800534991394;46.25202421125916;fr;01.07.2008
Meinier;1252;00;465;Meinier;6629;GE;100%;6.232204281849373;46.24417989370454;fr;01.07.2008
Vandoeuvres;1253;00;466;Vandoeuvres;6642;GE;100%;6.202874324145552;46.21560394838493;fr;01.07.2008
Jussy;1254;00;467;Jussy;6626;GE;99.62%;6.262670104699053;46.23429016;fr;01.07.2008
Jussy;1254;00;467;Gy;6624;GE;0.39%;6.277267754513665;46.24625344363283;fr;01.07.2008
Veyrier;1255;00;468;Veyrier;6645;GE;100%;6.178438624450561;46.16719205613401;fr;01.07.2008
Troinex;1256;00;469;Troinex;6641;GE;100%;6.146268929;46.16466865603674;fr;01.07.2008
La Croix-de-Rozon;1257;00;470;Bardonnex;6605;GE;98.58%;6.122111542419459;46.14736711269676;fr;01.07.2008
La Croix-de-Rozon;1257;00;470;Plan-les-Ouates;6633;GE;1.42%;6.138024475792344;46.157217049997186;fr;01.07.2008
Perly;1258;00;471;Perly-Certoux;6632;GE;95.17%;6.090641867316356;46.15634290463234;fr;01.07.2008
Perly;1258;00;471;Bardonnex;6605;GE;4.83%;6.097387097112968;46.15318448160838;fr;01.07.2008
Nyon;1260;00;472;Nyon;5724;VD;99.62%;6.232214703500319;46.38507725454171;fr;01.07.2008
Nyon;1260;00;472;Prangins;5725;VD;0.39%;6.239189562130398;46.392420700222175;fr;01.07.2008
Marchissy;1261;32;491;Marchissy;5430;VD;100%;6.245899648180917;46.488692974577084;fr;01.07.2008
Le Vaud;1261;33;492;Le Vaud;5731;VD;100%;6.237193469778248;46.47719329779541;fr;01.07.2008
Longirod;1261;35;494;Longirod;5429;VD;100%;6.258280305204041;46.495560980861214;fr;01.07.2008
Eysins;1262;00;496;Eysins;5716;VD;100%;6.206858619;46.380710658031106;fr;01.07.2008
Crassier;1263;00;497;Crassier;5714;VD;100%;6.165871981930073;46.374004413351045;fr;01.07.2008
St-Cergue;1264;00;498;Saint-Cergue;5727;VD;99.27%;6.155536357318114;46.44824658723963;fr;01.07.2008
St-Cergue;1264;00;498;Arzier-Le Muids;5702;VD;0.73%;6.143216929167851;46.464831599102645;fr;01.07.2008
La Cure;1265;00;500;Saint-Cergue;5727;VD;100%;6.076257538948573;46.4626432;fr;01.07.2008
Duillier;1266;00;501;Duillier;5715;VD;100%;6.235552639727266;46.410411484638814;fr;01.07.2008
Vich;1267;01;5692;Vich;5732;VD;100%;6.251144035437389;46.42838044198208;fr;01.07.2008
Coinsins;1267;02;5693;Coinsins;5710;VD;100%;6.234314311509494;46.42457711322962;fr;01.07.2008
Begnins;1268;00;504;Begnins;5704;VD;100%;6.247584141684791;46.44175710289616;fr;01.07.2008
Burtigny;1268;02;490;Burtigny;5854;VD;92.62%;6.258146302225559;46.46707622993371;fr;01.07.2008
Burtigny;1268;02;490;Bursins;5853;VD;6.38%;6.278727379892269;46.45753635;fr;01.07.2008
Burtigny;1268;02;490;Vinzel;5863;VD;1.01%;6.272948279776837;46.456892281327356;fr;01.07.2008
Bassins;1269;00;493;Bassins;5703;VD;100%;6.229335544249724;46.46751929;fr;01.07.2008
Trélex;1270;00;485;Trélex;5730;VD;100%;6.202786706741027;46.41677024308071;fr;01.07.2008
Givrins;1271;00;486;Givrins;5720;VD;100%;6.200259443228118;46.43058864558972;fr;01.07.2008
Genolier;1272;00;487;Genolier;5718;VD;99.72%;6.214838041;46.43725169373586;fr;01.07.2008
Genolier;1272;00;487;Givrins;5720;VD;0.28%;6.199471246157581;46.437741444094875;fr;01.07.2008
Arzier-Le Muids;1273;00;489;Arzier-Le Muids;5702;VD;100%;6.209557057954652;46.45606968011846;fr;01.04.2015
Signy;1274;01;7420;Signy-Avenex;5728;VD;100%;6.1988755622647655;46.39042997136025;fr;01.07.2008
Grens;1274;03;482;Grens;5722;VD;100%;6.191370049;46.39453103044387;fr;01.07.2008
Chéserex;1275;00;483;Chéserex;5709;VD;99.49%;6.173135498092335;46.400284571278554;fr;01.07.2008
Chéserex;1275;00;483;La Rippe;5726;VD;0.51%;6.147843450034135;46.39857757759297;fr;01.07.2008
Gingins;1276;00;484;Gingins;5719;VD;99.29%;6.177034091233659;46.41101627392661;fr;01.07.2008
Gingins;1276;00;484;Chéserex;5709;VD;0.14%;6.099642819022386;46.425188632340046;fr;01.07.2008
Gingins;1276;00;484;Saint-Cergue;5727;VD;0.57%;6.174921997759075;46.42517168746321;fr;01.07.2008
Borex;1277;00;478;Borex;5706;VD;100%;6.176977054899058;46.38050749;fr;01.07.2008
Arnex-sur-Nyon;1277;01;5861;Arnex-sur-Nyon;5701;VD;100%;6.19229551;46.375207155640084;fr;01.07.2008
La Rippe;1278;00;479;La Rippe;5726;VD;100%;6.151234902542137;46.38390633862589;fr;01.07.2008
Chavannes-de-Bogis;1279;00;480;Chavannes-de-Bogis;5707;VD;100%;6.162738632125134;46.34255220685291;fr;01.07.2008
Bogis-Bossey;1279;02;5862;Bogis-Bossey;5705;VD;100%;6.165786361402202;46.35273496026818;fr;01.07.2008
Russin;1281;00;506;Russin;6637;GE;99.37%;6.015446099964818;46.189112659850686;fr;01.07.2008
Russin;1281;00;506;Satigny;6638;GE;0.63%;6.000325746983414;46.20733796820707;fr;01.07.2008
La Plaine;1283;00;508;Dardagny;6620;GE;100%;6.003838072388133;46.17784518276609;fr;01.07.2008
Dardagny;1283;01;507;Dardagny;6620;GE;100%;5.994207922922854;46.19518566864323;fr;01.07.2008
Chancy;1284;00;509;Chancy;6611;GE;100%;5.9733352914728775;46.149507807631096;fr;01.07.2008
Athenaz (Avusy);1285;00;510;Avusy;6604;GE;96.56%;6.004321522480349;46.14869176073363;fr;01.07.2008
Athenaz (Avusy);1285;00;510;Chancy;6611;GE;3.44%;5.991525870251542;46.15379151600093;fr;01.07.2008
Soral;1286;00;511;Soral;6639;GE;99.18%;6.042674741737394;46.14272244449589;fr;01.07.2008
Soral;1286;00;511;Bernex;6607;GE;0.82%;6.052461259137634;46.15588886591724;fr;01.07.2008
Laconnex;1287;00;512;Laconnex;6627;GE;100%;6.036384315949628;46.15578899176536;fr;01.07.2008
Aire-la-Ville;1288;00;513;Aire-la-Ville;6601;GE;100%;6.043227184746205;46.18935179544766;fr;01.07.2008
Versoix;1290;00;515;Versoix;6644;GE;96.63%;6.160163719671355;46.28368386674378;fr;01.07.2008
Versoix;1290;00;515;Collex-Bossy;6615;GE;3.16%;6.138306008604786;46.27847715838455;fr;01.07.2008
Versoix;1290;00;515;Mies;5723;VD;0.21%;6.157927146486457;46.29873722534017;fr;01.07.2008
Chavannes-des-Bois;1290;02;5863;Chavannes-des-Bois;5708;VD;100%;6.1330401239327905;46.31563651642538;fr;01.07.2008
Commugny;1291;00;516;Commugny;5711;VD;100%;6.1763944302896805;46.32177885896004;fr;01.07.2008
Chambésy;1292;00;517;Pregny-Chambésy;6634;GE;99.48%;6.140425028282688;46.24410655;fr;01.07.2008
Chambésy;1292;00;517;Genève;6621;GE;0.52%;6.146779961858373;46.22769723284777;fr;01.07.2008
Bellevue;1293;00;518;Bellevue;6606;GE;100%;6.145993198225254;46.25533551312842;fr;01.07.2008
Genthod;1294;00;519;Genthod;6622;GE;100%;6.151462776565308;46.26479968052088;fr;01.07.2008
Mies;1295;01;5634;Mies;5723;VD;100%;6.171183003344775;46.303052181484986;fr;01.07.2008
Tannay;1295;02;5635;Tannay;5729;VD;100%;6.177663433672656;46.31019614646845;fr;01.07.2008
Coppet;1296;00;522;Coppet;5712;VD;99.70%;6.189554604;46.32152915056209;fr;01.07.2008
Coppet;1296;00;522;Founex;5717;VD;0.30%;6.198115111624112;46.326238401907474;fr;01.07.2008
Founex;1297;00;523;Founex;5717;VD;99.58%;6.193449096489026;46.33346583697846;fr;01.07.2008
Founex;1297;00;523;Coppet;5712;VD;0.42%;6.187859139304584;46.3284645;fr;01.07.2008
Céligny;1298;00;524;Céligny;6610;GE;100%;6.1990117787571855;46.34979309156606;fr;01.07.2008
Crans VD;1299;00;525;Crans (VD);5713;VD;100%;6.210995863431424;46.361043749059114;fr;01.01.2021
Vufflens-la-Ville;1302;00;526;Vufflens-la-Ville;5503;VD;100%;6.537772321851056;46.57829929292142;fr;01.07.2008
Penthaz;1303;00;554;Penthaz;5496;VD;100%;6.538665139247745;46.597531164806774;fr;01.07.2008
Cossonay-Ville;1304;00;528;Cossonay;5477;VD;100%;6.506321632467528;46.61281579281882;fr;01.07.2008
Dizy;1304;02;529;Dizy;5481;VD;100%;6.496075052055591;46.635158790747575;fr;01.07.2008
Allens;1304;03;7450;Cossonay;5477;VD;100%;6.509061311287505;46.600036657564026;fr;01.07.2008
Senarclens;1304;04;272;Senarclens;5499;VD;100%;6.488530850793965;46.59930008384817;fr;01.07.2008
Penthalaz;1305;00;531;Penthalaz;5495;VD;100%;6.525681293488249;46.610534994059954;fr;01.07.2008
Daillens;1306;00;553;Daillens;5480;VD;98.32%;6.548928112711209;46.62099294;fr;01.07.2008
Daillens;1306;00;553;Bettens;5471;VD;1.68%;6.560986471984841;46.61895461283784;fr;01.07.2008
Lussery-Villars;1307;00;530;Lussery-Villars;5487;VD;100%;6.526614451669056;46.632565072693296;fr;01.07.2008
La Chaux (Cossonay);1308;00;555;La Chaux (Cossonay);5474;VD;100%;6.473240896183863;46.61645298002249;fr;01.07.2008
Eclépens;1312;00;561;Eclépens;5482;VD;100%;6.532691790637019;46.65173044097693;fr;01.07.2008
Ferreyres;1313;00;557;Ferreyres;5483;VD;100%;6.484873536530411;46.65856343997575;fr;01.07.2008
La Sarraz;1315;00;532;La Sarraz;5498;VD;100%;6.509820189620934;46.658338055216916;fr;01.07.2008
Chevilly;1316;00;534;Chevilly;5476;VD;96.43%;6.4765189381574935;46.64275872666414;fr;01.07.2008
Chevilly;1316;00;534;La Chaux (Cossonay);5474;VD;3.57%;6.4669190699508174;46.63401373886824;fr;01.07.2008
Orny;1317;00;533;Orny;5493;VD;100%;6.526265343019702;46.667881094097694;fr;01.07.2008
Pompaples;1318;00;560;Pompaples;5497;VD;100%;6.510531317184573;46.66712409785476;fr;01.07.2008
Arnex-sur-Orbe;1321;00;559;Arnex-sur-Orbe;5743;VD;100%;6.518839377930221;46.69335229501514;fr;01.07.2008
Croy;1322;00;563;Croy;5752;VD;100%;6.476946717;46.694229541446006;fr;01.07.2008
Romainmôtier;1323;00;564;Romainmôtier-Envy;5761;VD;100%;6.464460627736901;46.694222327397306;fr;01.07.2008
Premier;1324;00;565;Premier;5759;VD;100%;6.444806019268168;46.705045792389456;fr;01.07.2008
Vaulion;1325;00;566;Vaulion;5765;VD;98.78%;6.386962822573493;46.68773912038723;fr;01.07.2008
Vaulion;1325;00;566;Mont-la-Ville;5491;VD;1.22%;6.3685603310812935;46.663142525084936;fr;01.07.2008
Juriens;1326;00;567;Juriens;5754;VD;100%;6.448190054617471;46.69026752916252;fr;01.07.2008
Bretonnières;1329;00;562;Bretonnières;5748;VD;100%;6.472987311302277;46.71307896742586;fr;01.07.2008
Vallorbe;1337;00;535;Vallorbe;5764;VD;100%;6.381372994308903;46.71345274487872;fr;01.07.2008
Ballaigues;1338;00;538;Ballaigues;5744;VD;100%;6.413840636199385;46.73040157230113;fr;01.07.2008
L'Orient;1341;00;540;Le Chenit;5872;VD;100%;6.239460058543008;46.601757869622006;fr;01.05.2019
Le Pont;1342;00;543;L'Abbaye;5871;VD;100%;6.336625854804723;46.669567454922735;fr;01.07.2008
Les Charbonnières;1343;00;544;Le Lieu;5873;VD;100%;6.315118945;46.66734148913338;fr;01.07.2008
L'Abbaye;1344;00;542;L'Abbaye;5871;VD;100%;6.319629784532019;46.64959998380848;fr;01.07.2008
Le Lieu;1345;00;545;Le Lieu;5873;VD;100%;6.276775435917881;46.64553574757463;fr;01.07.2008
Le Séchey;1345;01;9297;Le Lieu;5873;VD;100%;6.299255870994716;46.659824646554846;fr;01.01.2013
Les Bioux;1346;00;541;L'Abbaye;5871;VD;100%;6.269492234110607;46.61993793440219;fr;01.07.2008
Le Sentier;1347;00;546;Le Chenit;5872;VD;100%;6.229422712;46.60641073915336;fr;01.07.2008
Le Solliat;1347;01;7447;Le Chenit;5872;VD;100%;6.232810152015596;46.61839423515923;fr;01.07.2008
Le Brassus;1348;00;550;Le Chenit;5872;VD;100%;6.209345807468578;46.58519714949015;fr;01.07.2008
Orbe;1350;00;571;Orbe;5757;VD;100%;6.532904590921335;46.72462749070952;fr;01.07.2008
Agiez;1352;00;574;Agiez;5742;VD;100%;6.508149694121814;46.719561044366706;fr;01.07.2008
Bofflens;1353;00;575;Bofflens;5747;VD;100%;6.498722475549513;46.70434315922547;fr;01.07.2008
Montcherand;1354;00;576;Montcherand;5756;VD;100%;6.509201907088341;46.73363052654411;fr;01.07.2008
L'Abergement;1355;00;577;L'Abergement;5741;VD;100%;6.488466356656219;46.75424044880383;fr;01.07.2008
Sergey;1355;02;5864;Sergey;5762;VD;100%;6.500084141099906;46.75079227125993;fr;01.07.2008
Les Clées;1356;00;578;Les Clées;5750;VD;100%;6.4617015057580005;46.731748695265125;fr;01.07.2008
La Russille;1356;02;9028;Les Clées;5750;VD;100%;6.479492923913679;46.736289998650676;fr;01.07.2008
Lignerolle;1357;00;579;Lignerolle;5755;VD;97.95%;6.456809927588288;46.74170136649976;fr;01.07.2008
Lignerolle;1357;00;579;L'Abergement;5741;VD;2.06%;6.460062156535921;46.76220454706997;fr;01.07.2008
Valeyres-sous-Rances;1358;00;580;Valeyres-sous-Rances;5763;VD;100%;6.523832027874872;46.75275762218461;fr;01.07.2008
Bavois;1372;00;587;Bavois;5746;VD;95.94%;6.566280247967776;46.683191405722624;fr;01.07.2008
Bavois;1372;00;587;Orny;5493;VD;4.06%;6.549562314425194;46.66570856553703;fr;01.07.2008
Chavornay;1373;00;583;Chavornay;5749;VD;100%;6.570879475194505;46.706049520909325;fr;01.07.2008
Corcelles-sur-Chavornay;1374;00;588;Chavornay;5749;VD;100%;6.59955951;46.70342178578863;fr;01.07.2008
Penthéréaz;1375;00;589;Penthéréaz;5531;VD;100%;6.603727119907938;46.682572714910876;fr;01.07.2008
Goumoens-la-Ville;1376;00;590;Goumoëns;5541;VD;100%;6.605146913244791;46.65922945627986;fr;01.07.2008
Eclagnens;1376;02;5844;Goumoëns;5541;VD;100%;6.5917573458617715;46.65155587939222;fr;01.07.2008
Goumoens-le-Jux;1376;03;5845;Goumoëns;5541;VD;100%;6.587469606797999;46.66580059777162;fr;01.07.2008
Oulens-sous-Echallens;1377;00;192;Oulens-sous-Echallens;5529;VD;100%;6.5776592821043405;46.64349749718046;fr;01.07.2008
Yverdon-les-Bains;1400;00;592;Yverdon-les-Bains;5938;VD;100%;6.640468543815317;46.778058178047466;fr;01.07.2008
Cheseaux-Noréaz;1400;05;5617;Cheseaux-Noréaz;5909;VD;99.56%;6.6704515164611236;46.78106189143309;fr;01.07.2008
Cheseaux-Noréaz;1400;05;5617;Cuarny;5911;VD;0.45%;6.673049295304515;46.775196093785276;fr;01.07.2008
Cuarny;1404;00;625;Cuarny;5911;VD;100%;6.689143471001087;46.77036435923701;fr;01.07.2008
Villars-Epeney;1404;02;5885;Villars-Epeney;5935;VD;100%;6.696577714492274;46.781927645346684;fr;01.07.2008
Pomy;1405;00;617;Pomy;5926;VD;100%;6.668149691018521;46.76074273025482;fr;01.07.2008
Cronay;1406;00;618;Cronay;5910;VD;100%;6.696993182453511;46.756544155699835;fr;01.07.2008
Donneloye;1407;00;619;Donneloye;5913;VD;100%;6.715724635152528;46.74479907;fr;01.07.2008
Gossens;1407;02;5880;Donneloye;5913;VD;100%;6.701371480392527;46.740784884910944;fr;01.07.2008
Mézery-près-Donneloye;1407;03;5882;Donneloye;5913;VD;100%;6.727331809536746;46.74879431900856;fr;01.07.2008
Bioley-Magnoux;1407;04;212;Bioley-Magnoux;5903;VD;100%;6.710967010894307;46.725976472892484;fr;01.07.2008
Prahins;1408;00;620;Donneloye;5913;VD;100%;6.739959394662217;46.73481203804297;fr;01.07.2008
Chanéaz;1409;00;621;Montanaire;5693;VD;100%;6.742857966;46.72920740602144;fr;01.07.2008
Thierrens;1410;00;219;Montanaire;5693;VD;100%;6.755247670083251;46.70340149920648;fr;01.07.2008
Correvon;1410;02;5855;Montanaire;5693;VD;100%;6.737733495669918;46.715844170606395;fr;01.07.2008
Denezy;1410;03;711;Montanaire;5693;VD;100%;6.784663191845704;46.72113410794009;fr;01.07.2008
Prévondavaux;1410;04;5775;Prévondavaux;2038;FR;100%;6.794442055747499;46.72814359;fr;01.07.2008
St-Cierges;1410;05;238;Montanaire;5693;VD;100%;6.735021533583268;46.689163764038454;fr;01.07.2008
Valeyres-sous-Ursins;1412;00;622;Valeyres-sous-Ursins;5934;VD;100%;6.654785854030892;46.74536758127255;fr;01.07.2008
Ursins;1412;02;5884;Ursins;5932;VD;100%;6.668684074597071;46.735288029911246;fr;01.07.2008
Orzens;1413;00;623;Orzens;5925;VD;100%;6.682744596274193;46.723525657071455;fr;01.07.2008
Molondin;1415;00;632;Molondin;5921;VD;100%;6.749379758116414;46.760363498587786;fr;01.07.2008
Démoret;1415;02;5877;Démoret;5912;VD;100%;6.7566547548947895;46.74718349693226;fr;01.07.2008
Pailly;1416;00;608;Pailly;5530;VD;100%;6.673866594646488;46.70020297753046;fr;01.07.2008
Essertines-sur-Yverdon;1417;00;607;Essertines-sur-Yverdon;5520;VD;100%;6.6405922861740105;46.71587036556195;fr;01.07.2008
Epautheyres;1417;02;195;Essertines-sur-Yverdon;5520;VD;100%;6.642584369411613;46.73860800761206;fr;01.07.2008
Vuarrens;1418;00;609;Vuarrens;5539;VD;100%;6.647559557947868;46.687653748130636;fr;01.07.2008
Fiez;1420;00;610;Fiez;5556;VD;100%;6.624309419907298;46.82825773288586;fr;01.07.2008
Fontaines-sur-Grandson;1421;00;611;Fontaines-sur-Grandson;5557;VD;100%;6.619246007492539;46.83540915227118;fr;01.07.2008
Grandevent;1421;02;5848;Grandevent;5560;VD;100%;6.606180192399191;46.83941668942902;fr;01.07.2008
Grandson;1422;00;633;Grandson;5561;VD;100%;6.638543567285571;46.8062377;fr;01.07.2008
Villars-Burquin;1423;00;612;Tévenon;5571;VD;100%;6.628226433617164;46.84750967572366;fr;01.07.2008
Fontanezier;1423;02;630;Tévenon;5571;VD;74.70%;6.6534566877896735;46.85443285713436;fr;01.07.2008
Fontanezier;1423;02;630;Bonvillars;5551;VD;25.30%;6.665627498319416;46.860687007722596;fr;01.07.2008
Romairon;1423;03;5850;Tévenon;5571;VD;100%;6.641605456675423;46.850689440860116;fr;01.07.2008
Vaugondry;1423;04;5851;Tévenon;5571;VD;100%;6.636826462;46.84670681863477;fr;01.07.2008
Champagne;1424;00;627;Champagne;5553;VD;100%;6.657506658511329;46.832025186505845;fr;01.07.2008
Onnens VD;1425;00;636;Onnens (VD);5565;VD;100%;6.688595139063281;46.83880967958126;fr;01.07.2008
Concise;1426;00;637;Concise;5554;VD;100%;6.720665962501484;46.853112241773246;fr;01.07.2008
Corcelles-près-Concise;1426;01;638;Corcelles-près-Concise;5555;VD;100%;6.708884957972343;46.84581397112078;fr;01.07.2008
Bonvillars;1427;00;626;Bonvillars;5551;VD;100%;6.670915555690397;46.83846720892633;fr;01.07.2008
Provence;1428;01;6192;Provence;5566;VD;100%;6.720012576161787;46.89214931483739;fr;01.07.2008
Mutrux;1428;02;5849;Mutrux;5563;VD;100%;6.726921456434664;46.88274715608883;fr;01.07.2008
Giez;1429;00;614;Giez;5559;VD;100%;6.616833070010891;46.81232645441306;fr;01.07.2008
Orges;1430;00;615;Orges;5924;VD;100%;6.587791038853499;46.808551145525676;fr;01.07.2008
Vugelles-La Mothe;1431;00;616;Vugelles-La Mothe;5937;VD;100%;6.574111035251824;46.822490891147226;fr;01.07.2008
Novalles;1431;02;629;Novalles;5564;VD;100%;6.596082965;46.828727478877546;fr;01.07.2008
Belmont-sur-Yverdon;1432;00;643;Belmont-sur-Yverdon;5902;VD;100%;6.624170534130033;46.74487393412605;fr;01.07.2008
Gressy;1432;02;5881;Yverdon-les-Bains;5938;VD;100%;6.638511901093384;46.75113776084861;fr;01.07.2008
Suchy;1433;00;644;Suchy;5929;VD;100%;6.599065832221804;46.72335325183462;fr;01.07.2008
Ependes VD;1434;00;645;Ependes (VD);5914;VD;100%;6.608134374755987;46.74350771961596;fr;01.07.2008
Essert-Pittet;1435;00;646;Chavornay;5749;VD;100%;6.582634164220517;46.727557997288095;fr;01.07.2008
Treycovagnes;1436;00;648;Treycovagnes;5931;VD;100%;6.611717910331985;46.776018072133795;fr;01.07.2008
Chamblon;1436;02;5876;Chamblon;5904;VD;100%;6.606030688884647;46.77799176;fr;01.07.2008
Suscévaz;1437;00;649;Suscévaz;5930;VD;100%;6.579974191462765;46.76474534;fr;01.07.2008
Mathod;1438;00;650;Mathod;5919;VD;100%;6.564143583928138;46.766541112303216;fr;01.07.2008
Rances;1439;00;581;Rances;5760;VD;100%;6.530947266117334;46.76236831;fr;01.07.2008
Valeyres-sous-Montagny;1441;00;654;Valeyres-sous-Montagny;5933;VD;100%;6.6111123910712335;46.79835948173711;fr;01.07.2008
Montagny-près-Yverdon;1442;00;655;Montagny-près-Yverdon;5922;VD;100%;6.613533297867687;46.79169308255385;fr;01.07.2008
Champvent;1443;00;656;Champvent;5905;VD;99.63%;6.572430082101506;46.78285109038109;fr;01.07.2008
Champvent;1443;00;656;Vuiteboeuf;5766;VD;0.37%;6.572754128383542;46.79607758435038;fr;01.07.2008
